label,path,http_code,request_total_s,request_ttfb_s,query_count,query_total_s,max_query_s,request_rows_examined,request_rows_sent,rank,group_count,group_total_s,group_max_s,group_rows_examined,group_rows_sent,normalized_sql,example_sql,url
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,1,838,0.186639,0.001202,89,89,"SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '?') AND (""plugin_id"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'));","SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '95871') AND (""plugin_id"" IN ('group_node:alumni_default_page', 'group_node:alumni_landing_page', 'group_node:blog_entry', 'group_node:conference', 'group_node:curriculum_plan', 'group_node:education_abroad_program', 'group_node:email_page', 'group_node:event', 'group_node:executive_ed_landing_page', 'group_node:executive_ed_program', 'group_node:faces', 'group_node:faculty_profile', 'group_node:front_page', 'group_node:landing_page', 'group_node:magazine', 'group_node:news', 'group_node:news_landing', 'group_node:page', 'group_node:person', 'group_node:quiz', 'group_node:session', 'group_node:student', 'group_node:video', 'group_node:webform'));",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,2,608,0.069184,0.002379,1218,609,"SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '?') AND (""base_table"".""path"" LIKE '?' ESCAPE '?') AND (""base_table"".""langcode"" IN ('?', '?')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;","SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '1') AND (""base_table"".""path"" LIKE '/node/96466' ESCAPE '\\') AND (""base_table"".""langcode"" IN ('en', 'und')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,3,84,0.060647,0.001016,15204,2247,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', '', 'menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d', 'menu_link_content:a28371bf-b490-4992-ae3e-12c0cafee0b6', 'menu_link_content:0fefbfb9-5592-4ee7-8c69-572a5905f025', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', 'menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:7e93475c-94e2-4ded-9cbe-7b59fd557d09', 'menu_link_content:427bddd6-d17e-46a9-80bd-44eda5d6548f', 'menu_link_content:8e1363c8-8934-4b9c-bf25-5f9e28d8620b', 'menu_link_content:e74f4b5c-58a5-46ca-ab8d-7e019da09d7e', 'menu_link_content:d6f26b2f-62a5-4688-9e80-47aa7735fcb4', 'menu_link_content:e0ef3bcb-6ea4-4d7d-a84d-3e42174ad39c', 'menu_link_content:22873e72-8383-483d-98f6-454aee87d7e5', 'menu_link_content:8f9be8c2-31c0-4bb4-b63c-7d6a535fbba0', 'menu_link_content:564f220c-88a4-450c-b843-49a17154beec', 'menu_link_content:82dcf369-6300-4e4c-b6e5-6080f861d6b6', 'menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:d266d264-91b1-4429-b25d-ccd33086e551', 'menu_link_content:e0837787-5c7a-496f-ac9f-fd6528a80223', 'menu_link_content:d2b8fe48-8ba9-45a4-9cc3-2fe09a889628', 'menu_link_content:3b7aa4fc-6350-47ea-b8a4-e0d12b270378', 'menu_link_content:68231849-6845-41aa-9d9b-25bbcda22bb4', 'menu_link_content:53a3985e-822e-4376-890e-9f07975c1a0a', 'menu_link_content:06d06882-1d18-46b1-821d-10b6612170c0', 'menu_link_content:09023478-b82a-4830-8400-0cd77730085e', 'menu_link_content:a0e5833e-3b99-40ec-b5de-de9940f2712d', 'menu_link_content:90d8c5f6-c1f5-4424-a8d5-00b93e454769', 'menu_link_content:b35ac8e8-fa8b-4cc4-9f10-ae6e021799e4', 'menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76', 'menu_link_content",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,4,1019,0.054727,0.000222,1003,1003,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( 'values:node:95871' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,5,11,0.034585,0.015368,0,0,"INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('tree-data:main:O:35:\""Drupal\\Core\\Menu\\MenuTreeParameters\"":6:{s:4:\""root\"";s:54:\""menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8\"";s:8:\""minDepth\"";i:1;s:8:\""maxDepth\"";i:6;s:15:\""expandedParents\"";a:0:{}s:11:\""activvRC-1LOZ-QQ01zmj1r5IetoBT7dShOYwtPzaI19eink', '-1', '1778516923.165', 'config:system.menu.main', '1', 'a:3:{s:4:\""tree\"";a:5:{s:54:\""menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2\"";s:6:\""parent\"";s:54:\""menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:6:\""101191\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:17:\""For Organizations\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""query\"";a:0:{}}s:8:\""provider\"";s:17:\""menu_link_content\"";s:7:\""enabled\"";s:1:\""1\"";s:8:\""expanded\"";s:1:\""1\"";s:6:\""weight\"";s:2:\""58\"";s:8:\""metadata\"";a:1:{s:9:\""entity_id\"";s:5:\""24296\"";}s:10:\""form_class\"";s:50:\""\\Drupal\\menu_link_content\\Form\\MenuLinkContentForm\"";}s:12:\""has_children\"";s:1:\""1\"";s:15:\""in_active_trail\"";b:0;s:7:\""subtree\"";a:4:{s:54:\""menu_link_content:23cec44c-e703-47bf-b5bc-f6bed6381414\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:23cec44c-e703-47bf-b5bc-f6bed6381414\"";s:6:\""parent\"";s:54:\""menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:6:\""101301\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:31:\""Talent Development Partnerships\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""q",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,6,209,0.011999,0.000253,190,190,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_config' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,7,35,0.008250,0.002165,35,35,"SELECT ""base_table"".""vid"" AS ""vid"", ""base_table"".""nid"" AS ""nid"" FROM ""node"" ""base_table"" INNER JOIN ""node"" ""node"" ON ""node"".""nid"" = ""base_table"".""nid"" INNER JOIN ""node_field_data"" ""node_field_data"" ON ""node_field_data"".""nid"" = ""base_table"".""nid"" WHERE (""node"".""uuid"" IN ('?')) AND (""node_field_data"".""default_langcode"" IN ('?')) AND (""node_field_data"".""deleted"" IS NULL);","SELECT ""base_table"".""vid"" AS ""vid"", ""base_table"".""nid"" AS ""nid"" FROM ""node"" ""base_table"" INNER JOIN ""node"" ""node"" ON ""node"".""nid"" = ""base_table"".""nid"" INNER JOIN ""node_field_data"" ""node_field_data"" ON ""node_field_data"".""nid"" = ""base_table"".""nid"" WHERE (""node"".""uuid"" IN ('0238de40-d8f2-4357-b68d-70262766f1b7')) AND (""node_field_data"".""default_langcode"" IN ('1')) AND (""node_field_data"".""deleted"" IS NULL);",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,8,70,0.008242,0.000532,66,66,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_discovery"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_discovery"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_discovery' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,9,21,0.008222,0.000572,3801,861,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?')) AND (""id"" NOT IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'));","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', '', 'menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d', 'menu_link_content:a28371bf-b490-4992-ae3e-12c0cafee0b6', 'menu_link_content:0fefbfb9-5592-4ee7-8c69-572a5905f025', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', 'menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:7e93475c-94e2-4ded-9cbe-7b59fd557d09', 'menu_link_content:427bddd6-d17e-46a9-80bd-44eda5d6548f', 'menu_link_content:8e1363c8-8934-4b9c-bf25-5f9e28d8620b', 'menu_link_content:e74f4b5c-58a5-46ca-ab8d-7e019da09d7e', 'menu_link_content:d6f26b2f-62a5-4688-9e80-47aa7735fcb4', 'menu_link_content:e0ef3bcb-6ea4-4d7d-a84d-3e42174ad39c', 'menu_link_content:22873e72-8383-483d-98f6-454aee87d7e5', 'menu_link_content:8f9be8c2-31c0-4bb4-b63c-7d6a535fbba0', 'menu_link_content:564f220c-88a4-450c-b843-49a17154beec', 'menu_link_content:82dcf369-6300-4e4c-b6e5-6080f861d6b6', 'menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:d266d264-91b1-4429-b25d-ccd33086e551', 'menu_link_content:e0837787-5c7a-496f-ac9f-fd6528a80223', 'menu_link_content:d2b8fe48-8ba9-45a4-9cc3-2fe09a889628', 'menu_link_content:3b7aa4fc-6350-47ea-b8a4-e0d12b270378', 'menu_link_content:68231849-6845-41aa-9d9b-25bbcda22bb4', 'menu_link_content:53a3985e-822e-4376-890e-9f07975c1a0a', 'menu_link_content:06d06882-1d18-46b1-821d-10b6612170c0', 'menu_link_content:09023478-b82a-4830-8400-0cd77730085e', 'menu_link_content:a0e5833e-3b99-40ec-b5de-de9940f2712d', 'menu_link_content:90d8c5f6-c1f5-4424-a8d5-00b93e454769', 'menu_link_content:b35ac8e8-fa8b-4cc4-9f10-ae6e021799e4', 'menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76')) AND (""id"" NOT IN ",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
executive education landing,/executive-education,200,2.343967,2.337154,3531,0.586811,0.015368,34502,8330,10,21,0.007822,0.000545,3801,147,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?')) AND (""id"" NOT IN ('?', '?'));","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', '')) AND (""id"" NOT IN ('menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', ''));",https://carlsonschool.ddev.site/executive-education?csm219_sql_profile=executive-education-landing-1778516922686
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,1,839,0.176551,0.000906,89,89,"SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '?') AND (""plugin_id"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'));","SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '113976') AND (""plugin_id"" IN ('group_node:alumni_default_page', 'group_node:alumni_landing_page', 'group_node:blog_entry', 'group_node:conference', 'group_node:curriculum_plan', 'group_node:education_abroad_program', 'group_node:email_page', 'group_node:event', 'group_node:executive_ed_landing_page', 'group_node:executive_ed_program', 'group_node:faces', 'group_node:faculty_profile', 'group_node:front_page', 'group_node:landing_page', 'group_node:magazine', 'group_node:news', 'group_node:news_landing', 'group_node:page', 'group_node:person', 'group_node:quiz', 'group_node:session', 'group_node:student', 'group_node:video', 'group_node:webform'));",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,2,613,0.103455,0.002104,1220,610,"SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '?') AND (""base_table"".""path"" LIKE '?' ESCAPE '?') AND (""base_table"".""langcode"" IN ('?', '?')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;","SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '1') AND (""base_table"".""path"" LIKE '/user/51021' ESCAPE '\\') AND (""base_table"".""langcode"" IN ('en', 'und')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,3,84,0.060508,0.001049,15204,2247,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', '', 'menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d', 'menu_link_content:a28371bf-b490-4992-ae3e-12c0cafee0b6', 'menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', 'menu_link_content:0fefbfb9-5592-4ee7-8c69-572a5905f025', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', 'menu_link_content:6bde53dc-785a-4663-974a-dcea5b08fbae', 'menu_link_content:d266d264-91b1-4429-b25d-ccd33086e551', 'menu_link_content:e0837787-5c7a-496f-ac9f-fd6528a80223', 'menu_link_content:d2b8fe48-8ba9-45a4-9cc3-2fe09a889628', 'menu_link_content:3b7aa4fc-6350-47ea-b8a4-e0d12b270378', 'menu_link_content:7e93475c-94e2-4ded-9cbe-7b59fd557d09', 'menu_link_content:427bddd6-d17e-46a9-80bd-44eda5d6548f', 'menu_link_content:8e1363c8-8934-4b9c-bf25-5f9e28d8620b', 'menu_link_content:e74f4b5c-58a5-46ca-ab8d-7e019da09d7e', 'menu_link_content:d6f26b2f-62a5-4688-9e80-47aa7735fcb4', 'menu_link_content:e0ef3bcb-6ea4-4d7d-a84d-3e42174ad39c', 'menu_link_content:22873e72-8383-483d-98f6-454aee87d7e5', 'menu_link_content:8f9be8c2-31c0-4bb4-b63c-7d6a535fbba0', 'menu_link_content:564f220c-88a4-450c-b843-49a17154beec', 'menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:82dcf369-6300-4e4c-b6e5-6080f861d6b6', 'menu_link_content:68231849-6845-41aa-9d9b-25bbcda22bb4', 'menu_link_content:53a3985e-822e-4376-890e-9f07975c1a0a', 'menu_link_content:06d06882-1d18-46b1-821d-10b6612170c0', 'menu_link_content:09023478-b82a-4830-8400-0cd77730085e', 'menu_link_content:a0e5833e-3b99-40ec-b5de-de9940f2712d', 'menu_link_content:90d8c5f6-c1f5-4424-a8d5-00b93e454769', 'menu_link_content:b35ac8e8-fa8b-4cc4-9f10-ae6e021799e4', 'menu_link_content",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,4,1035,0.043188,0.000198,1018,1018,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( 'values:node:113976' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,5,11,0.033452,0.016210,0,0,"INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('tree-data:main:O:35:\""Drupal\\Core\\Menu\\MenuTreeParameters\"":6:{s:4:\""root\"";s:54:\""menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41\"";s:8:\""minDepth\"";i:1;s:8:\""maxDepth\"";i:6;s:15:\""expandedParents\"";a:0:{}s:11:\""activVavljMMVyajBe3sqZHsR8hy0I57JxHALiMZRGxEyFMk', '-1', '1778516927.176', 'config:system.menu.main', '1', 'a:3:{s:4:\""tree\"";a:6:{s:54:\""menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666\"";s:6:\""parent\"";s:54:\""menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:6:\""113976\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:6:\""Events\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""query\"";a:0:{}}s:8:\""provider\"";s:17:\""menu_link_content\"";s:7:\""enabled\"";s:1:\""1\"";s:8:\""expanded\"";s:1:\""1\"";s:6:\""weight\"";s:2:\""64\"";s:8:\""metadata\"";a:1:{s:9:\""entity_id\"";s:5:\""24496\"";}s:10:\""form_class\"";s:50:\""\\Drupal\\menu_link_content\\Form\\MenuLinkContentForm\"";}s:12:\""has_children\"";s:1:\""1\"";s:15:\""in_active_trail\"";b:1;s:7:\""subtree\"";a:5:{s:54:\""menu_link_content:6bde53dc-785a-4663-974a-dcea5b08fbae\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:6bde53dc-785a-4663-974a-dcea5b08fbae\"";s:6:\""parent\"";s:54:\""menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:6:\""113986\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:11:\""1st Tuesday\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""query\"";a:0:{}}s:8:\""provider\"";s",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,6,217,0.021181,0.001404,209,209,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_config' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,7,119,0.015861,0.000999,119,119,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_discovery"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_discovery"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_discovery' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,8,10,0.009595,0.007819,7,7,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_default"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_default"" WHERE ""cid"" IN ( 'theme_registry:carlson_refresh' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
