label,path,http_code,request_total_s,request_ttfb_s,query_count,query_total_s,max_query_s,request_rows_examined,request_rows_sent,rank,group_count,group_total_s,group_max_s,group_rows_examined,group_rows_sent,normalized_sql,example_sql,url
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,9,21,0.009288,0.000782,3801,210,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?')) AND (""id"" NOT IN ('?', '?', '?'));","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', '')) AND (""id"" NOT IN ('menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', ''));",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
alumni events view,/alumni/events,200,2.665831,2.657950,3604,0.665753,0.016210,34714,8438,10,23,0.008791,0.004063,0,0,"INSERT INTO ""cache_render"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_render"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('entity_view:node:132746:teaser_compact:[languages:language_interface]=en:[route.name.is_layout_builder_ui]=is_layout_builder_ui.1:[theme]=carlson_refresh:[user.permissions]=a39ef526a3061ee3466fae74f851d9eda2189467db8646899c82b3d7b13d1a17', '-1', '1778516927.044', '', '0', 'O:31:\""Drupal\\Core\\Cache\\CacheRedirect\"":3:{s:16:\""\0*\0cacheContexts\"";a:5:{i:0;s:31:\""route.name.is_layout_builder_ui\"";i:1;s:28:\""languages:language_interface\"";i:2;s:5:\""theme\"";i:3;s:16:\""user.permissions\"";i:4;s:8:\""timezone\"";}s:12:\""\0*\0cacheTags\"";a:0:{}s:14:\""\0*\0cacheMaxAge\"";i:-1;}', '1') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");",https://carlsonschool.ddev.site/alumni/events?csm219_sql_profile=alumni-events-view-1778516926557
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,1,838,0.176774,0.000376,89,89,"SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '?') AND (""plugin_id"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'));","SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '98706') AND (""plugin_id"" IN ('group_node:alumni_default_page', 'group_node:alumni_landing_page', 'group_node:blog_entry', 'group_node:conference', 'group_node:curriculum_plan', 'group_node:education_abroad_program', 'group_node:email_page', 'group_node:event', 'group_node:executive_ed_landing_page', 'group_node:executive_ed_program', 'group_node:faces', 'group_node:faculty_profile', 'group_node:front_page', 'group_node:landing_page', 'group_node:magazine', 'group_node:news', 'group_node:news_landing', 'group_node:page', 'group_node:person', 'group_node:quiz', 'group_node:session', 'group_node:student', 'group_node:video', 'group_node:webform'));",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,2,625,0.149530,0.005069,1242,621,"SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '?') AND (""base_table"".""path"" LIKE '?' ESCAPE '?') AND (""base_table"".""langcode"" IN ('?', '?')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;","SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '1') AND (""base_table"".""path"" LIKE '/node/1511' ESCAPE '\\') AND (""base_table"".""langcode"" IN ('en', 'und')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,3,68,0.047827,0.001015,12308,1819,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:0d817e10-b11e-4a4e-ae49-35a7233c39cd', 'menu_link_content:eb52521c-9ada-4a0a-af45-b0174d8d28ce', 'menu_link_content:0fefbfb9-5592-4ee7-8c69-572a5905f025', '', 'menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d', 'menu_link_content:a28371bf-b490-4992-ae3e-12c0cafee0b6', 'menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', 'menu_link_content:82dcf369-6300-4e4c-b6e5-6080f861d6b6', 'menu_link_content:7e93475c-94e2-4ded-9cbe-7b59fd557d09', 'menu_link_content:427bddd6-d17e-46a9-80bd-44eda5d6548f', 'menu_link_content:8e1363c8-8934-4b9c-bf25-5f9e28d8620b', 'menu_link_content:e74f4b5c-58a5-46ca-ab8d-7e019da09d7e', 'menu_link_content:d6f26b2f-62a5-4688-9e80-47aa7735fcb4', 'menu_link_content:e0ef3bcb-6ea4-4d7d-a84d-3e42174ad39c', 'menu_link_content:22873e72-8383-483d-98f6-454aee87d7e5', 'menu_link_content:8f9be8c2-31c0-4bb4-b63c-7d6a535fbba0', 'menu_link_content:564f220c-88a4-450c-b843-49a17154beec', 'menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:d266d264-91b1-4429-b25d-ccd33086e551', 'menu_link_content:e0837787-5c7a-496f-ac9f-fd6528a80223', 'menu_link_content:d2b8fe48-8ba9-45a4-9cc3-2fe09a889628', 'menu_link_content:3b7aa4fc-6350-47ea-b8a4-e0d12b270378', 'menu_link_content:68231849-6845-41aa-9d9b-25bbcda22bb4', 'menu_link_content:53a3985e-822e-4376-890e-9f07975c1a0a', 'menu_link_content:06d06882-1d18-46b1-821d-10b6612170c0', 'menu_link_content:09023478-b82a-4830-8400-0cd77730085e', 'menu_link_content:a0e5833e-3b99-40ec-b5de-de9940f2712d', 'menu_link_content:90d8c5f6-c1f5-4424-a8d5-00b93e454769', 'menu_link_content",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,4,1047,0.042003,0.000172,1008,1008,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( 'values:node:98706' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,5,11,0.030344,0.014673,0,0,"INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('tree-data:main:O:35:\""Drupal\\Core\\Menu\\MenuTreeParameters\"":6:{s:4:\""root\"";s:0:\""\"";s:8:\""minDepth\"";i:1;s:8:\""maxDepth\"";i:2;s:15:\""expandedParents\"";a:0:{}s:11:\""activeTrail\"";a:3:{i:0;s:54:\""menu_link_content:0d817e10-b11e-GNaI70mVvQcq2IAev51tuGykX89ZuMfJoRf4nPDYGVc', '-1', '1778516930.67', 'config:system.menu.main', '1', 'a:3:{s:4:\""tree\"";a:7:{s:54:\""menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d\"";s:6:\""parent\"";s:0:\""\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:4:\""1511\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:13:\""Undergraduate\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:2:{s:10:\""attributes\"";a:1:{s:21:\""data-simple-mega-menu\"";s:1:\""1\"";}s:5:\""query\"";a:0:{}}s:8:\""provider\"";s:17:\""menu_link_content\"";s:7:\""enabled\"";s:1:\""1\"";s:8:\""expanded\"";s:1:\""1\"";s:6:\""weight\"";s:1:\""8\"";s:8:\""metadata\"";a:1:{s:9:\""entity_id\"";s:5:\""22346\"";}s:10:\""form_class\"";s:50:\""\\Drupal\\menu_link_content\\Form\\MenuLinkContentForm\"";}s:12:\""has_children\"";s:1:\""1\"";s:15:\""in_active_trail\"";b:0;s:7:\""subtree\"";a:6:{s:54:\""menu_link_content:5ba7ba1f-aaf4-4c2b-93e5-f28aea50f2a5\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:5ba7ba1f-aaf4-4c2b-93e5-f28aea50f2a5\"";s:6:\""parent\"";s:54:\""menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:4:\""1591\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:15:\""Majors & Minors\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""query\"";a:0:{",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,6,244,0.013622,0.000275,241,241,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_config' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,7,54,0.011186,0.002141,0,0,"INSERT INTO ""cache_render"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_render"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('entity_view:node:98706:full:[languages:language_interface]=en:[route.name.is_layout_builder_ui]=is_layout_builder_ui.1:[theme]=carlson_refresh:[url.site]=https://carlsonschool.ddev.site:[user.permissions]=a39ef52dVbx0ePF53PiIEpOfEerjlGWvugDLZXKXGjI6eEpekc', '-1', '1778516930.65', '', '0', 'O:31:\""Drupal\\Core\\Cache\\CacheRedirect\"":3:{s:16:\""\0*\0cacheContexts\"";a:7:{i:0;s:31:\""route.name.is_layout_builder_ui\"";i:1;s:8:\""url.site\"";i:2;s:28:\""languages:language_interface\"";i:3;s:5:\""theme\"";i:4;s:16:\""user.permissions\"";i:5;s:8:\""timezone\"";i:6;s:8:\""url.path\"";}s:12:\""\0*\0cacheTags\"";a:0:{}s:14:\""\0*\0cacheMaxAge\"";i:-1;}', '1') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,8,16,0.009461,0.000974,21,21,"SELECT ""cfd"".""type"" AS ""type"", ""cfd"".""cid"" AS ""cid"" FROM ""crop_field_data"" ""cfd"" WHERE ""cfd"".""uri"" = '?';","SELECT ""cfd"".""type"" AS ""type"", ""cfd"".""cid"" AS ""cid"" FROM ""crop_field_data"" ""cfd"" WHERE ""cfd"".""uri"" = 'public://adomavicius-web.jpg';",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,9,12,0.009084,0.001460,12,12,"SELECT ""revision"".""vid"" AS ""vid"", ""revision"".""langcode"" AS ""langcode"", ""revision"".""revision_user"" AS ""revision_user"", ""revision"".""revision_created"" AS ""revision_created"", ""revision"".""revision_log_message"" AS ""revision_log_message"", ""revision"".""revision_default"" AS ""revision_default"", ""base"".""mid"" AS ""mid"", ""base"".""bundle"" AS ""bundle"", ""base"".""uuid"" AS ""uuid"", CASE ""base"".""vid"" WHEN ""revision"".""vid"" THEN ? ELSE ? END AS ""isDefaultRevision"" FROM ""media"" ""base"" INNER JOIN ""media_revision"" ""revision"" ON ""revision"".""vid","SELECT ""revision"".""vid"" AS ""vid"", ""revision"".""langcode"" AS ""langcode"", ""revision"".""revision_user"" AS ""revision_user"", ""revision"".""revision_created"" AS ""revision_created"", ""revision"".""revision_log_message"" AS ""revision_log_message"", ""revision"".""revision_default"" AS ""revision_default"", ""base"".""mid"" AS ""mid"", ""base"".""bundle"" AS ""bundle"", ""base"".""uuid"" AS ""uuid"", CASE ""base"".""vid"" WHEN ""revision"".""vid"" THEN 1 ELSE 0 END AS ""isDefaultRevision"" FROM ""media"" ""base"" INNER JOIN ""media_revision"" ""revision"" ON ""revision"".""vid"" = ""base"".""vid"" INNER JOIN ""media_field_revision"" ""revision_data"" ON ""revision_data"".""vid"" = ""revision"".""vid"" WHERE (""base"".""mid"" IN ('92706')) AND (""revision_data"".""deleted"" IS NULL);",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
faculty directory view,/faculty-research/directory-tenured-tenure-track,200,2.636002,2.630039,3804,0.665450,0.014673,31229,8406,10,1,0.007718,0.007718,544,13,"SELECT ""node__field_last_name"".""field_last_name_value"" AS ""node__field_last_name_field_last_name_value"", ""node_field_data"".""nid"" AS ""nid"" FROM ""node_field_data"" ""node_field_data"" INNER JOIN ""node__field_profile_status"" ""node__field_profile_status"" ON node_field_data.nid = node__field_profile_status.entity_id AND node__field_profile_status.deleted = '?' LEFT JOIN ""node__field_last_name"" ""node__field_last_name"" ON node_field_data.nid = node__field_last_name.entity_id AND node__field_last_name.deleted = '?' AND (node_","SELECT ""node__field_last_name"".""field_last_name_value"" AS ""node__field_last_name_field_last_name_value"", ""node_field_data"".""nid"" AS ""nid"" FROM ""node_field_data"" ""node_field_data"" INNER JOIN ""node__field_profile_status"" ""node__field_profile_status"" ON node_field_data.nid = node__field_profile_status.entity_id AND node__field_profile_status.deleted = '0' LEFT JOIN ""node__field_last_name"" ""node__field_last_name"" ON node_field_data.nid = node__field_last_name.entity_id AND node__field_last_name.deleted = '0' AND (node__field_last_name.langcode = node_field_data.langcode OR node__field_last_name.bundle = 'faculty_profile') LEFT OUTER JOIN ""group_relationship_field_data"" ""gcfd"" ON node_field_data.nid=gcfd.entity_id AND gcfd.plugin_id IN ('group_node:blog_entry', 'group_node:faculty_profile', 'group_node:landing_page', 'group_node:news', 'group_node:page', 'group_node:webform') LEFT OUTER JOIN ""group_relationship_field_data"" ""gcfd_2"" ON gcfd.gid=gcfd_2.gid AND gcfd_2.plugin_id='group_membership' AND gcfd_2.entity_id='0' WHERE ((""node_field_data"".""deleted"" IS NULL) AND ((""node_field_data"".""status"" = '1') AND (""node_field_data"".""type"" IN ('faculty_profile')) AND ((node__field_profile_status.field_profile_status_target_id = '1641')) AND (""node_field_data"".""nid"" != '99906') AND (""node_field_data"".""nid"" != '99921'))) AND ((""gcfd"".""entity_id"" IS NULL) OR ((""node_field_data"".""status"" = '1') AND ((""gcfd"".""type"" IN ('blogs-group_node-blog_entry', 'group_content_type_09b97a60a49a5', 'group_content_type_3e14625a6a223', 'group_content_type_578ab3b2fd612', 'program_pages-group_node-news', 'private_drafts-group_node-page', 'program_pages-group_node-page', 'program_pages-group_node-webform')) AND (""gcfd_2"".""entity_id"" IS NULL)))) ORDER BY ""node__field_last_name_field_last_name_value"" ASC LIMIT 13 OFFSET 0;",https://carlsonschool.ddev.site/faculty-research/directory-tenured-tenure-track?csm219_sql_profile=faculty-directory-view-1778516930497
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,1,838,0.217242,0.001977,89,89,"SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '?') AND (""plugin_id"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'));","SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '78576') AND (""plugin_id"" IN ('group_node:alumni_default_page', 'group_node:alumni_landing_page', 'group_node:blog_entry', 'group_node:conference', 'group_node:curriculum_plan', 'group_node:education_abroad_program', 'group_node:email_page', 'group_node:event', 'group_node:executive_ed_landing_page', 'group_node:executive_ed_program', 'group_node:faces', 'group_node:faculty_profile', 'group_node:front_page', 'group_node:landing_page', 'group_node:magazine', 'group_node:news', 'group_node:news_landing', 'group_node:page', 'group_node:person', 'group_node:quiz', 'group_node:session', 'group_node:student', 'group_node:video', 'group_node:webform'));",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,2,618,0.099323,0.000964,1232,616,"SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '?') AND (""base_table"".""path"" LIKE '?' ESCAPE '?') AND (""base_table"".""langcode"" IN ('?', '?')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;","SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '1') AND (""base_table"".""path"" LIKE '/node/99131' ESCAPE '\\') AND (""base_table"".""langcode"" IN ('en', 'und')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,3,84,0.063181,0.001075,15204,2247,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:8d49c435-1a73-4c57-838d-96d4b7ded643', 'menu_link_content:2e77e4c9-eabb-4c44-98dc-cb8224ca05f1', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', '', 'menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d', 'menu_link_content:a28371bf-b490-4992-ae3e-12c0cafee0b6', 'menu_link_content:0fefbfb9-5592-4ee7-8c69-572a5905f025', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', 'menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2', 'menu_link_content:7e93475c-94e2-4ded-9cbe-7b59fd557d09', 'menu_link_content:427bddd6-d17e-46a9-80bd-44eda5d6548f', 'menu_link_content:8e1363c8-8934-4b9c-bf25-5f9e28d8620b', 'menu_link_content:e74f4b5c-58a5-46ca-ab8d-7e019da09d7e', 'menu_link_content:d6f26b2f-62a5-4688-9e80-47aa7735fcb4', 'menu_link_content:e0ef3bcb-6ea4-4d7d-a84d-3e42174ad39c', 'menu_link_content:22873e72-8383-483d-98f6-454aee87d7e5', 'menu_link_content:8f9be8c2-31c0-4bb4-b63c-7d6a535fbba0', 'menu_link_content:564f220c-88a4-450c-b843-49a17154beec', 'menu_link_content:82dcf369-6300-4e4c-b6e5-6080f861d6b6', 'menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:d266d264-91b1-4429-b25d-ccd33086e551', 'menu_link_content:e0837787-5c7a-496f-ac9f-fd6528a80223', 'menu_link_content:d2b8fe48-8ba9-45a4-9cc3-2fe09a889628', 'menu_link_content:3b7aa4fc-6350-47ea-b8a4-e0d12b270378', 'menu_link_content:68231849-6845-41aa-9d9b-25bbcda22bb4', 'menu_link_content:53a3985e-822e-4376-890e-9f07975c1a0a', 'menu_link_content:06d06882-1d18-46b1-821d-10b6612170c0', 'menu_link_content:09023478-b82a-4830-8400-0cd77730085e', 'menu_link_content:a0e5833e-3b99-40ec-b5de-de9940f2712d', 'menu_link_content:90d8c5f6-c1f5-4424-a8d5-00b93e454769', 'menu_link_content",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,4,1038,0.060571,0.000875,1008,1008,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( 'values:node:78576' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
